"p","s_count","o_count","t","card","inverseCard"
"http://dbpedia.org/property/specialeffects",1,1,1,1,1
"http://dbpedia.org/property/spiritualMaster",1,1,1,1,1
"http://dbpedia.org/property/stallSpeedMpg",1,1,1,1,1
"http://dbpedia.org/property/stamnummer",1,1,1,1,1
"http://dbpedia.org/property/startdatum",1,1,1,1,1
"http://dbpedia.org/property/stateFilmed",1,1,1,1,1
"http://dbpedia.org/property/statusNi",1,1,1,1,1
"http://dbpedia.org/property/steelersDraft",1,1,1,1,1
"http://dbpedia.org/property/stepBrothers",1,1,1,1,1
"http://dbpedia.org/property/storyDirector",2,2,2,1,1
"http://dbpedia.org/property/structureHeightFt",1,1,1,1,1
"http://dbpedia.org/property/style1Boxcolour",1,1,1,1,1
"http://dbpedia.org/property/subClassis",1,1,1,1,1
"http://dbpedia.org/property/subdivision1Link",2,1,2,1,2
"http://dbpedia.org/property/suggestion",1,1,1,1,1
"http://dbpedia.org/property/sweref99TmN",1,1,1,1,1
"http://dbpedia.org/property/sylhetCampus",1,1,1,1,1
"http://dbpedia.org/property/t10f",1,1,1,1,1
"http://dbpedia.org/property/t5l",1,1,1,1,1
"http://dbpedia.org/property/tbW",1,11,11,11,1
"http://dbpedia.org/property/teaches",1,1,1,1,1
"http://dbpedia.org/property/team1Judo",1,2,2,2,1
"http://dbpedia.org/property/team2Noflag",1,1,1,1,1
"http://dbpedia.org/property/team2Sub",5,27,28,5,1
"http://dbpedia.org/property/team2Swimming",1,2,2,2,1
"http://dbpedia.org/property/team3Athletics",1,2,2,2,1
"http://dbpedia.org/property/team3Baseball",1,1,1,1,1
"http://dbpedia.org/property/team8Pts",1,2,2,2,1
"http://dbpedia.org/property/teamcap",1,1,1,1,1
"http://dbpedia.org/property/temporaryWorksDesigner",1,1,1,1,1
"http://dbpedia.org/property/termlenght",1,1,1,1,1
"http://dbpedia.org/property/theWellKnownName",1,1,1,1,1
"http://dbpedia.org/property/themeAuthor",1,1,1,1,1
"http://dbpedia.org/property/tibtcp",9,1,9,1,9
"http://dbpedia.org/property/times",3,2,3,1,1
"http://dbpedia.org/property/titansCollege",1,1,1,1,1
"http://dbpedia.org/property/titleAwarded",1,1,1,1,1
"http://dbpedia.org/property/titlebug",1,1,1,1,1
"http://dbpedia.org/property/totalFunds",3,4,4,1,1
"http://dbpedia.org/property/totalNo.OfPuroks",1,1,1,1,1
"http://dbpedia.org/property/totalRetailFloorArea",1,1,1,1,1
"http://dbpedia.org/property/tourName",1,1,1,1,1
"http://dbpedia.org/property/tourneyduration",33,13,33,1,2
"http://dbpedia.org/property/type2alle2freq",1,1,1,1,1
"http://dbpedia.org/property/uhseats",1,1,1,1,1
"http://dbpedia.org/property/ukChartPosition",1,1,1,1,1
"http://dbpedia.org/property/undergrad.",1,1,1,1,1
"http://dbpedia.org/property/unrankDivisio",1,1,1,1,1
"http://dbpedia.org/property/unrankedFamily",3,1,3,1,3
"http://dbpedia.org/property/upMFtball",1,1,1,1,1
"http://dbpedia.org/property/upWTrack",1,1,1,1,1
"http://dbpedia.org/property/ustBTaekwd",1,1,1,1,1
"http://dbpedia.org/property/utcOffsetCst",1,1,1,1,1
"http://dbpedia.org/property/verdiepingen",1,1,1,1,1
"http://dbpedia.org/property/viceDeanForResearchAndDoctoralStudies",1,1,1,1,1
"http://dbpedia.org/property/paymentDetails",1,1,1,1,1
"http://dbpedia.org/property/pbayear",319,40,319,1,7
"http://dbpedia.org/property/peak11g",1,1,1,1,1
"http://dbpedia.org/property/performingName",1,1,1,1,1
"http://dbpedia.org/property/persianName",1,1,1,1,1
"http://dbpedia.org/property/personalitystudyPmid",1,1,1,1,1
"http://dbpedia.org/property/pfDate",12,8,12,1,1
"http://dbpedia.org/property/playerLabel",27,1,27,1,27
"http://dbpedia.org/property/playingteams",1,2,2,2,1
"http://dbpedia.org/property/playoff",6,2,6,1,3
"http://dbpedia.org/property/plyername",1,1,1,1,1
"http://dbpedia.org/property/pme",3,2,3,1,1
"http://dbpedia.org/property/poll3title",6,5,6,1,1
"http://dbpedia.org/property/popularSports",1,1,1,1,1
"http://dbpedia.org/property/populationEstimated",1,1,1,1,1
"http://dbpedia.org/property/precipitationMillimeters",1,1,1,1,1
"http://dbpedia.org/property/presents/publisher",1,1,1,1,1
"http://dbpedia.org/property/presidentAndDirector",1,1,1,1,1
"http://dbpedia.org/property/presidentCanditate",4,7,8,2,1
"http://dbpedia.org/property/presidentElect",1,1,1,1,1
"http://dbpedia.org/property/prevTeams",3,3,3,1,1
"http://dbpedia.org/property/previousClubs",1,1,1,1,1
"http://dbpedia.org/property/prfession",1,1,1,1,1
"http://dbpedia.org/property/principalHeadmaster",1,1,1,1,1
"http://dbpedia.org/property/principalLineup",1,2,2,2,1
"http://dbpedia.org/property/priority",1,8,8,8,1
"http://dbpedia.org/property/prod'nCoordinator",1,1,1,1,1
"http://dbpedia.org/property/prod.code",1,5,5,5,1
"http://dbpedia.org/property/productLine",2,2,2,1,1
"http://dbpedia.org/property/promotionTo",48,11,48,1,4
"http://dbpedia.org/property/pseudoName",1,1,1,1,1
"http://dbpedia.org/property/pushpinMap1Alt",1,1,1,1,1
"http://dbpedia.org/property/qbFourth",1,1,1,1,1
"http://dbpedia.org/property/quantitySurveyors",1,1,1,1,1
"http://dbpedia.org/property/r19c",1,1,1,1,1
"http://dbpedia.org/property/race4Winner",3,2,3,1,1
"http://dbpedia.org/property/race5Fast",6,5,6,1,1
"http://dbpedia.org/property/race8Fast",5,5,5,1,1
"http://dbpedia.org/property/race91st",2,2,2,1,1
"http://dbpedia.org/property/rd1Detail",16,20,65,4,3
"http://dbpedia.org/property/rd1Score06aggregate",24,11,24,1,2
"http://dbpedia.org/property/rd1Score09aggregate",16,6,16,1,2
"http://dbpedia.org/property/rd1Team03Goals",6,4,8,1,2
"http://dbpedia.org/property/rd1Team38Goals",6,3,9,1,3
"http://dbpedia.org/property/rd1Team42Goals",6,5,9,1,1
"http://dbpedia.org/property/rd1Team59Goals",6,6,9,1,1
"http://dbpedia.org/property/rd1Team60Goals",6,5,8,1,1
"http://dbpedia.org/property/rd2Scor0e",1,1,1,1,1
"http://dbpedia.org/property/rd2Team02Goals",6,5,9,1,1
"http://dbpedia.org/property/jointSecretary(admin)_",1,1,1,1,1
"http://dbpedia.org/property/heatOfFormation@_",1,1,1,1,1
"http://dbpedia.org/property/pleasureTreasureVideo+AllSingleClips%3Cnowiki%3E_",1,1,1,1,1
"http://dbpedia.org/property/riding%25_",7,4,14,2,3
"http://dbpedia.org/property/profession(s)_",1,1,1,1,1
"http://dbpedia.org/property/tours(points)_",36,33,65,1,1
"http://dbpedia.org/property/league(s)_",5,5,7,1,1
"http://dbpedia.org/property/readership(australia)_",1,1,1,1,1
"http://dbpedia.org/property/architecturalStyle(s)_",1,1,1,1,1
"http://dbpedia.org/property/postdoctoralAdvisor(s)_",1,1,1,1,1
"http://dbpedia.org/property/altitude(meters)_",1,1,1,1,1
"http://dbpedia.org/property/illustration(s)_",2,2,2,1,1
"http://dbpedia.org/property/upper(9To12)_",1,1,1,1,1
"http://dbpedia.org/property/captain(men)_",2,2,2,1,1
"http://dbpedia.org/property/operatingSystem(s)_",1,2,2,2,1
"http://dbpedia.org/property/(unranked)_",2,2,2,1,1
"http://dbpedia.org/property/nationalcaps2(goals)_",1,1,1,1,1
"http://dbpedia.org/property/religiousAffiliations(s)_",2,1,2,1,2
"http://www.wikidata.org/entity/P1729c",67,67,67,1,1
"http://www.wikidata.org/entity/P525c",24,24,24,1,1
"http://dbpedia.org/property/shipDisplacement(empty)_",1,1,1,1,1
"http://www.wikidata.org/entity/P138c",585,436,607,1,1
"http://www.wikidata.org/entity/P131c",161702,38923,163587,1,4
"http://www.wikidata.org/entity/P166c",3947,523,9460,2,18
"http://www.wikidata.org/entity/P1535c",2,2,2,1,1
"http://www.wikidata.org/entity/P847c",3,4,4,1,1
"http://www.wikidata.org/entity/P1819c",72,72,72,1,1
"http://www.wikidata.org/entity/P2518c",9,9,9,1,1
"http://www.wikidata.org/entity/P39c",4849,386,5512,1,14
"http://www.wikidata.org/entity/P428c",60,60,60,1,1
"http://www.wikidata.org/entity/P1931c",3,3,3,1,1
"http://www.wikidata.org/entity/P18c",13488,13672,13745,1,1
"http://www.wikidata.org/entity/P376c",49,6,49,1,8
"http://www.wikidata.org/entity/P396c",166,166,166,1,1
"http://dbpedia.org/property/goals2(facup,dspcup)_",1,1,1,1,1
"http://www.wikidata.org/entity/P1815c",1,1,1,1,1
"http://www.wikidata.org/entity/P1366s",1,1,1,1,1
"http://www.wikidata.org/entity/P1532s",2,2,2,1,1
"http://www.wikidata.org/entity/P6c",27,27,27,1,1
"http://www.wikidata.org/entity/P737c",8,11,12,1,1
"http://www.wikidata.org/entity/P1292s",1,1,1,1,1
"http://dbpedia.org/property/pastMembers(inOrderOfPastAppearance)_",1,1,1,1,1
"http://www.wikidata.org/entity/P819c",1,1,1,1,1
"http://dbpedia.org/property/organist",295,316,318,1,1
"http://dbpedia.org/property/tx",123,64,139,1,2
"http://dbpedia.org/property/ukOnly",53,2,53,1,26
"http://dbpedia.org/property/versiondate",19,18,19,1,1
"http://dbpedia.org/property/worldChampion",12,7,13,1,1
"http://www.wikidata.org/entity/P1456v",1,1,1,1,1
"http://dbpedia.org/property/session1Start",55,54,55,1,1
"http://dbpedia.org/property/steam2.",4,7,10,2,1
"http://dbpedia.org/property/team2Manager",16,13,16,1,1
"http://dbpedia.org/property/teamj2y",5,5,5,1,1
"http://dbpedia.org/property/tmoyJui",1,1,1,1,1
"http://dbpedia.org/property/rd4Score02secondleg",15,4,15,1,3
"http://dbpedia.org/property/recentChamps",1,1,1,1,1
"http://dbpedia.org/property/regionalDirector",1,1,1,1,1
"http://dbpedia.org/property/relatedArtists",9,28,28,3,1
"http://dbpedia.org/property/row16At",3,4,4,1,1
"http://dbpedia.org/property/row211To",2,2,2,1,1
"http://dbpedia.org/property/row510Border",1,1,1,1,1
"http://dbpedia.org/property/schoolMinister",1,1,1,1,1
"http://dbpedia.org/property/season14LooseBalls",25,20,25,1,1
"http://dbpedia.org/property/season1PlayoffGoals",32,10,38,1,3
"http://dbpedia.org/property/season4LooseBalls",77,57,77,1,1
"http://dbpedia.org/property/seats13a",35,9,35,1,3
"http://dbpedia.org/property/pf1Details",42,30,42,1,1
"http://dbpedia.org/property/politicalCompass",1,2,2,2,1
"http://dbpedia.org/property/populationDensity/sqMi",1,1,1,1,1
"http://dbpedia.org/property/race1Pole",11,6,11,1,1
"http://dbpedia.org/property/rd1Score2Agg",94,16,108,1,6
"http://dbpedia.org/property/rd1Score4firstleg",18,5,19,1,3
"http://dbpedia.org/property/mimeType",1,1,1,1,1
"http://dbpedia.org/property/munFormation1LeaderName",56,56,56,1,1
"http://dbpedia.org/property/name16c",1,1,1,1,1
"http://dbpedia.org/property/nativeOtherPercent",7,6,7,1,1
"http://dbpedia.org/property/officialGroundBreaking",1,1,1,1,1
"http://dbpedia.org/property/officialname",197,225,231,1,1
"http://dbpedia.org/property/otheraff",2,6,6,3,1
"http://dbpedia.org/property/ownedBy",16,17,17,1,1
"http://dbpedia.org/property/pacificWinner",2,2,2,1,1
"http://dbpedia.org/property/wr",245,2,245,1,122
"http://www.wikidata.org/entity/P364r",2,1,2,1,2
"http://www.wikidata.org/entity/P451s",1,1,1,1,1
"http://dbpedia.org/property/team2Twenty20sWon",145,5,146,1,29
"http://dbpedia.org/property/thirdOther",422,360,452,1,1
"http://dbpedia.org/property/triceps",1,2,2,2,1
"http://dbpedia.org/property/tsn",32,32,32,1,1
"http://dbpedia.org/property/ttContested",99,23,99,1,4
"http://dbpedia.org/property/turbo/na",589,61,596,1,9
"http://dbpedia.org/property/unconfirmedPlanets",1,2,2,2,1
"http://dbpedia.org/property/unrankedClassisAuthority",9,9,9,1,1
"http://dbpedia.org/property/week523Color",51,5,85,1,17
"http://dbpedia.org/property/season18Wins",1,1,1,1,1
"http://dbpedia.org/property/seats19b",21,9,21,1,2
"http://dbpedia.org/property/seats1c",14,7,14,1,2
"http://dbpedia.org/property/sim",3,3,3,1,1
"http://dbpedia.org/property/stadt",5,5,5,1,1
"http://dbpedia.org/property/starSign",7,6,7,1,1
"http://dbpedia.org/property/su",288,52,289,1,5
"http://dbpedia.org/property/synagogue",71,70,77,1,1
"http://dbpedia.org/property/quietCruiseAlt",1,1,1,1,1
"http://dbpedia.org/property/refLink",734,9,734,1,81
"http://dbpedia.org/property/renewed",1,1,1,1,1
"http://dbpedia.org/property/reverse2Design",16,14,16,1,1
"http://dbpedia.org/property/row122Text",4,4,4,1,1
"http://dbpedia.org/property/row517Border",1,1,1,1,1
"http://dbpedia.org/property/row5Texttop",1,1,1,1,1
"http://dbpedia.org/property/row9Style",4,3,4,1,1
"http://dbpedia.org/property/ruPosition",7002,320,7273,1,22
"http://dbpedia.org/property/scterm",28,22,34,1,1
"http://dbpedia.org/property/seas",5,4,6,1,1
"http://dbpedia.org/property/other3Data",1,1,1,1,1
"http://dbpedia.org/property/ottScore4A",1,2,2,2,1
"http://dbpedia.org/property/overlay30left",1,1,1,1,1
"http://dbpedia.org/property/parentBody",40,24,40,1,1
"http://dbpedia.org/property/partyPosition",7,6,7,1,1
"http://dbpedia.org/property/phone/fax",1,1,1,1,1
"http://dbpedia.org/property/playoffsMvpLink",89,13,89,1,6
"http://dbpedia.org/property/post1years",507,107,786,1,7
"http://dbpedia.org/property/preOrder",1,1,1,1,1
"http://dbpedia.org/property/prevMatchupDate",4,4,4,1,1
"http://dbpedia.org/property/publicationDate",33,33,33,1,1
"http://dbpedia.org/property/mostYears",184,235,245,1,1
"http://dbpedia.org/property/municipalcode",1,1,1,1,1
"http://dbpedia.org/property/nameDanish",1,1,1,1,1
"http://dbpedia.org/property/nameIsabelDiaz",1,1,1,1,1
"http://dbpedia.org/property/northwestPlains",26,1,26,1,26
"http://dbpedia.org/property/timezoneEst",1,1,1,1,1
"http://dbpedia.org/property/titlelink",16,7,23,1,3
"http://dbpedia.org/property/ugc",57,56,57,1,1
"http://dbpedia.org/property/vitE",1,1,1,1,1
"http://dbpedia.org/property/wctitles",359,16,386,1,24
"http://dbpedia.org/property/week32Color",38,4,44,1,11
"http://dbpedia.org/property/whiteplains",1,1,1,1,1
"http://dbpedia.org/property/windOffshoreDepth",5,5,5,1,1
"http://dbpedia.org/property/xa",2,1,2,1,2
"http://dbpedia.org/property/yearAverageHighC",2,2,2,1,1
"http://dbpedia.org/property/shownote",1,1,1,1,1
"http://dbpedia.org/property/skippernamearticle",7,12,16,2,1
"http://dbpedia.org/property/starringFrench",2,4,5,2,1
"http://dbpedia.org/property/stockSymbol",2,2,2,1,1
"http://dbpedia.org/property/thirdRider350Bike",73,11,73,1,6
"http://dbpedia.org/property/rd2Score13Agg",96,27,97,1,3
"http://dbpedia.org/property/season14Year",25,10,25,1,2
"http://dbpedia.org/property/season3Seconds",6,6,6,1,1
"http://dbpedia.org/property/seats20a",32,9,32,1,3
"http://dbpedia.org/property/seats34b",1,1,1,1,1
"http://dbpedia.org/property/ottScore3A",1,3,3,3,1
"http://dbpedia.org/property/period15BorderColour",1,1,1,1,1
"http://dbpedia.org/property/plane3Crew",2,2,2,1,1
"http://dbpedia.org/property/pr&PublicityMngr",1,1,1,1,1
"http://dbpedia.org/property/predeccessor",2,2,2,1,1
"http://dbpedia.org/property/previousRecordingLabels",1,3,3,3,1
"http://dbpedia.org/property/procededBy",1,1,1,1,1
"http://dbpedia.org/property/profitAfterTax",2,3,3,1,1
"http://dbpedia.org/property/pslecutoff",2,4,4,2,1
"http://dbpedia.org/property/metropolitanTotal",1,1,1,1,1
"http://dbpedia.org/property/minister3name",8,6,8,1,1
"http://dbpedia.org/property/noOfSelsovietsType",824,31,834,1,26
"http://dbpedia.org/property/numContestants",101,14,101,1,7
"http://dbpedia.org/property/otherOfficers",1,4,4,4,1
"http://dbpedia.org/property/otherStudents",3,3,3,1,1
"http://dbpedia.org/property/superordp",3,1,3,1,3
"http://dbpedia.org/property/theban",126,1,126,1,126
"http://dbpedia.org/property/tourismSlogan",1,1,1,1,1
"http://dbpedia.org/property/trusteeUk",2,1,2,1,2
"http://dbpedia.org/property/unibi",4,3,4,1,1
"http://dbpedia.org/property/unnamed",1,1,1,1,1
"http://dbpedia.org/property/varietal4Percent",1,1,1,1,1
"http://dbpedia.org/property/voiceArtist",1,1,1,1,1
"http://dbpedia.org/property/seeded",7,7,7,1,1
"http://dbpedia.org/property/seniorSchoolPrincipal",1,1,1,1,1
"http://dbpedia.org/property/showInfoboxRef",3,1,3,1,3
"http://dbpedia.org/property/sinkRateM/s",5,4,5,1,1
"http://dbpedia.org/property/pupil",10,35,35,3,1
"http://dbpedia.org/property/railcode",376,376,376,1,1
"http://dbpedia.org/property/rd1Team6bg",1,1,1,1,1
"http://dbpedia.org/property/ridersPerRow",103,14,103,1,7
"http://dbpedia.org/property/rivalSchool",8,9,9,1,1
"http://dbpedia.org/property/row523To",1,1,1,1,1
"http://dbpedia.org/property/row54Style",1,1,1,1,1
"http://dbpedia.org/property/sagApps",1,1,1,1,1
"http://dbpedia.org/property/overlay16link",1,1,1,1,1
"http://dbpedia.org/property/p6anotes",1,1,1,1,1
"http://dbpedia.org/property/penalties",3633,26533,57590,15,2
"http://dbpedia.org/property/principalOrganist",1,1,1,1,1
"http://dbpedia.org/property/producerDesigner",1,1,1,1,1
"http://dbpedia.org/property/minradius",66,44,68,1,1
"http://dbpedia.org/property/movingLights",1,2,2,2,1
"http://dbpedia.org/property/nfldraftedyear",2052,79,2052,1,25
"http://dbpedia.org/property/nit",3,4,4,1,1
"http://dbpedia.org/property/norteast",1,1,1,1,1
"http://dbpedia.org/property/novMaxWindSpeed",1,1,1,1,1
"http://dbpedia.org/property/nrisref",1580,5,1582,1,316
"http://dbpedia.org/property/numberOfClubs",2,2,2,1,1
"http://dbpedia.org/property/octRecLowC",1,1,1,1,1
"http://dbpedia.org/property/trackvenue",27,26,27,1,1
"http://dbpedia.org/property/truckPoles",387,19,387,1,20
"http://dbpedia.org/property/tunnelNumber",2,2,2,1,1
"http://dbpedia.org/property/tvCoverage",1,1,1,1,1
"http://dbpedia.org/property/u17WorldCupBest",1,1,1,1,1
"http://dbpedia.org/property/vice",3,3,3,1,1
"http://dbpedia.org/property/week114Color",39,2,47,1,23
"http://dbpedia.org/property/wellbeingConsultant",1,1,1,1,1
"http://dbpedia.org/property/windance",14,18,18,1,1
"http://dbpedia.org/property/wsc",1,7,7,7,1
"http://dbpedia.org/property/railexits",348,1776,2494,7,1
"http://dbpedia.org/property/rightTributaries",1,1,1,1,1
"http://dbpedia.org/property/ruCoachdraws",1,1,1,1,1
"http://dbpedia.org/property/ruNationalyears",5317,210,6671,1,31
"http://dbpedia.org/property/sale",3,3,3,1,1
"http://dbpedia.org/property/outDist",3,3,3,1,1
"http://dbpedia.org/property/overlay21top",2,2,2,1,1
"http://dbpedia.org/property/pcupdate",47124,3794,47166,1,12
"http://dbpedia.org/property/playerpageexists",11,2,12,1,6
"http://dbpedia.org/property/policeboats",3,3,3,1,1
"http://dbpedia.org/property/politician",3,3,3,1,1
"http://dbpedia.org/property/prefecture",1415,65,1416,1,21
"http://dbpedia.org/property/prembest",1,1,1,1,1
"http://dbpedia.org/property/principalIdeas",25,29,30,1,1
"http://dbpedia.org/property/promoted",2693,2845,6264,2,2
"http://dbpedia.org/property/pushinMap",1,1,1,1,1
"http://dbpedia.org/property/naming",95,93,99,1,1
"http://dbpedia.org/property/nationalyeras",1,1,1,1,1
"http://dbpedia.org/property/newNameGiven",15,15,15,1,1
"http://dbpedia.org/property/notableRaces",2,2,4,2,2
"http://dbpedia.org/property/nswTrainlinkWestern",24,1,24,1,24
"http://dbpedia.org/property/umpodilastyr",221,40,221,1,5
"http://dbpedia.org/property/yearsRenovated",4,5,5,1,1
"http://www.wikidata.org/entity/P2425c",6,6,6,1,1
"http://www.wikidata.org/entity/P749v",1,1,1,1,1
"http://dbpedia.org/property/shipSewageSystem",1,1,1,1,1
"http://dbpedia.org/property/stateRanking",7,6,7,1,1
"http://dbpedia.org/property/subdean",45,42,47,1,1
"http://dbpedia.org/property/taxa",2,2,2,1,1
"http://dbpedia.org/property/thermalDiffusivityNote",1,1,1,1,1
"http://dbpedia.org/property/totalOperatingRevenues",2,2,2,1,1
"http://dbpedia.org/property/recDate",1,1,1,1,1
"http://dbpedia.org/property/rms",1,9,9,9,1
"http://dbpedia.org/property/rodsPerElement",3,3,3,1,1
"http://dbpedia.org/property/row511Border",1,1,1,1,1
"http://dbpedia.org/property/secondary",3,3,3,1,1
"http://dbpedia.org/property/pair2y",6,7,7,1,1
"http://dbpedia.org/property/party7b",18,3,18,1,6
"http://dbpedia.org/property/perthHeat",4,1,4,1,4
"http://dbpedia.org/property/pex",1,1,1,1,1
"http://dbpedia.org/property/pointsleader",1475,841,1516,1,1
"http://dbpedia.org/property/prefecturalCities",27,16,27,1,1
"http://dbpedia.org/property/r3f",4,15,17,4,1
"http://dbpedia.org/property/rd1Score07firstleg",48,8,48,1,6
"http://dbpedia.org/property/rd5Score",1894,242,5183,2,21
"http://dbpedia.org/property/municipalUnit",4,3,4,1,1
"http://dbpedia.org/property/nationaility",2,2,2,1,1
"http://dbpedia.org/property/officialFacebook",4,4,4,1,1
"http://dbpedia.org/property/operatingIncomeYear",3,2,3,1,1
"http://www.wikidata.org/entity/P2052c",5,5,5,1,1
"http://dbpedia.org/property/themeMusicPerformer",1,1,1,1,1
"http://dbpedia.org/property/trainlength",62,64,101,1,1
"http://dbpedia.org/property/widthMinM",1,1,1,1,1
"http://dbpedia.org/property/seats3b",31,11,31,1,2
"http://dbpedia.org/property/sexuality",7,7,7,1,1
"http://dbpedia.org/property/shipCaptain",6,6,6,1,1
"http://dbpedia.org/property/siege",4,4,4,1,1
"http://dbpedia.org/property/speciesSubgroup",17,9,17,1,1
"http://dbpedia.org/property/storeCount",2,2,2,1,1
"http://dbpedia.org/property/studios",12,17,17,1,1
"http://dbpedia.org/property/telephoneNumber",5,5,5,1,1
"http://dbpedia.org/property/registeredVoters",2,2,2,1,1
"http://dbpedia.org/property/row21At",2,2,2,1,1
"http://dbpedia.org/property/row59To",1,1,1,1,1
"http://dbpedia.org/property/otherLang",189,20,189,1,9
"http://dbpedia.org/property/patchcaption",182,177,182,1,1
"http://dbpedia.org/property/pdbComplex",2,2,2,1,1
"http://dbpedia.org/property/pin19Name",10,8,10,1,1
"http://dbpedia.org/property/populationE",1,1,1,1,1
"http://dbpedia.org/property/precedence",36,36,36,1,1
"http://dbpedia.org/property/prevSeriesYears",1228,220,5021,4,22
"http://dbpedia.org/property/previousOwner",31,38,38,1,1
"http://dbpedia.org/property/municipalCouncil",1,1,1,1,1
"http://dbpedia.org/property/musicalDirector",8,8,8,1,1
"http://dbpedia.org/property/naacpn",8,5,8,1,1
"http://dbpedia.org/property/nextNo",1639,59,1677,1,28
"http://dbpedia.org/property/northrm",132,128,142,1,1
"http://dbpedia.org/property/ocean",3,1,3,1,3
"http://www.wikidata.org/entity/P411v",1,1,1,1,1
"http://www.wikidata.org/entity/P1148c",31,25,31,1,1
"http://www.wikidata.org/entity/P143v",3,1,3,1,3
"http://www.wikidata.org/entity/P275s",1,1,1,1,1
"http://www.wikidata.org/entity/P938v",6,6,6,1,1
"http://www.wikidata.org/entity/P960s",137,137,137,1,1
"http://www.wikidata.org/entity/P2333s",2,2,2,1,1
"http://www.wikidata.org/entity/P549v",2,2,2,1,1
"http://www.wikidata.org/entity/P54v",13,13,13,1,1
"http://www.wikidata.org/entity/P781s",2,2,2,1,1
"http://dbpedia.org/property/employees(includingFacultyAndStaff)_",1,1,1,1,1
"http://dbpedia.org/property/nativeNameLang(1)_",1,1,1,1,1
"http://dbpedia.org/property/circulation22,_",1,1,1,1,1
"http://dbpedia.org/property/emmyawards",87,150,214,2,1
"http://dbpedia.org/property/img1Name",1,1,1,1,1
"http://dbpedia.org/property/memspeed",7,3,16,2,5
"http://dbpedia.org/property/minister1Party",87,108,254,2,2
"http://dbpedia.org/property/lebel",1,1,1,1,1
"http://dbpedia.org/property/hCap",125,52,125,1,2
"http://dbpedia.org/property/hectare",1,1,1,1,1
"http://dbpedia.org/property/highCheckout",108,130,273,2,2
"http://dbpedia.org/property/honourablePersonalities",1,1,1,1,1
"http://dbpedia.org/property/inactive",304,25,308,1,12
"http://dbpedia.org/property/docket",729,337,751,1,2
"http://dbpedia.org/property/faithOfBirth",4,3,4,1,1
"http://dbpedia.org/property/ffestd",8,7,8,1,1
"http://dbpedia.org/property/coachyear5end",19,16,19,1,1
"http://dbpedia.org/property/colorText",562,47,562,1,11
"http://dbpedia.org/property/decoration",6,11,20,3,1
"http://dbpedia.org/property/destructPsp",3,2,3,1,1
"http://dbpedia.org/property/athleticsDirector",4,4,4,1,1
"http://dbpedia.org/property/backcolor",376,61,376,1,6
"http://dbpedia.org/property/bestKnown",5,5,5,1,1
"http://dbpedia.org/property/bridgetele",1,1,1,1,1
"http://dbpedia.org/property/bwfId",446,377,446,1,1
"http://dbpedia.org/property/c3m",19,174,239,12,1
"http://dbpedia.org/property/campsites",5,5,5,1,1
"http://dbpedia.org/property/candidate16Percent",1,1,1,1,1
"http://dbpedia.org/property/census",11,8,13,1,1
"http://dbpedia.org/property/chd",2,4,8,4,2
"http://dbpedia.org/property/themeSongs",2,2,2,1,1
"http://dbpedia.org/property/winterappearances",9,4,9,1,2
"http://dbpedia.org/property/00Name",1,1,1,1,1
"http://dbpedia.org/property/actingHeadteacher",6,6,6,1,1
"http://dbpedia.org/property/affiliatedLabels",2,2,2,1,1
"http://dbpedia.org/property/officialNumber",4,4,4,1,1
"http://dbpedia.org/property/oldWebsite",4,4,4,1,1
"http://dbpedia.org/property/pag3rdMostRecent",1,1,1,1,1
"http://dbpedia.org/property/paramilitaryWing",14,13,14,1,1
"http://dbpedia.org/property/parti10stemmer",1,1,1,1,1
"http://dbpedia.org/property/photoAlt",498,483,499,1,1
"http://dbpedia.org/property/season4GroundBalls",1,1,1,1,1
"http://dbpedia.org/property/stationImage",25,25,26,1,1
"http://dbpedia.org/property/stlSuccessor",1,1,1,1,1
"http://dbpedia.org/property/cityOrRegion",289,304,419,1,1
"http://dbpedia.org/property/closedDate",990,760,1068,1,1
"http://dbpedia.org/property/continentalcup3Qualifiers",660,596,1369,2,2
"http://dbpedia.org/property/executiveOffice",2,2,2,1,1
"http://dbpedia.org/property/homescore",465,5483,10032,21,1
"http://dbpedia.org/property/jewelry",45,18,66,1,3
"http://dbpedia.org/property/honoricPrefix",2,2,2,1,1
"http://dbpedia.org/property/inageSize",6,5,6,1,1
"http://dbpedia.org/property/inkAndPaint",1,1,1,1,1
"http://dbpedia.org/property/it",15,11,19,1,1
"http://dbpedia.org/property/ladiesCaptain",1,1,1,1,1
"http://dbpedia.org/property/leadTexturer",1,1,1,1,1
"http://dbpedia.org/property/facultyStudentRatio",4,4,4,1,1
"http://dbpedia.org/property/federalMp",1,1,1,1,1
"http://dbpedia.org/property/foreignCountriesRepresented",1,1,1,1,1
"http://dbpedia.org/property/grandslamcupresult",2,2,2,1,1
"http://dbpedia.org/property/gunsight",1,1,1,1,1
"http://dbpedia.org/property/headOfCranbrookKingswoodUpperSchool",1,1,1,1,1
"http://dbpedia.org/property/colonized",1,39,39,39,1
"http://dbpedia.org/property/constituencywestminster",2,1,2,1,2
"http://dbpedia.org/property/coverQuote",1,1,1,1,1
"http://dbpedia.org/property/cpartof",2,1,2,1,2
"http://dbpedia.org/property/cup1Result",7402,1386,7449,1,5
"http://dbpedia.org/property/deathStyle",1,1,1,1,1
"http://dbpedia.org/property/detachment",1,1,1,1,1
